ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Categoría detectada,Categoría final,Urgencia_num
2820,María,18.0,M,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-11-11,1,1,1,Medio Ambiente,Medio Ambiente,1
2822,Valentina,35.0,F,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-01-28,0,0,1,,Medio Ambiente,1
2823,Valentina,34.0,Otro,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-04-24,0,0,1,Medio Ambiente,Medio Ambiente,1
2828,Ana,57.0,F,Bucaramanga,hay problemas con la recolección de basura.,Educación,Urgente,2023-01-02,0,0,0,Medio Ambiente,Medio Ambiente,1
2832,Sofía,39.0,F,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-05-21,1,1,1,,Medio Ambiente,0
2833,Ana,57.0,F,Cali,hay problemas con la recolección de basura.,Educación,Urgente,2023-08-31,1,1,0,Medio Ambiente,Medio Ambiente,1
2834,Sofía,49.0,Otro,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-03-12,1,0,0,,Medio Ambiente,1
2836,Laura,59.0,M,Barranquilla,la contaminación del río está aumentando.,Seguridad,No urgente,2024-07-06,1,0,0,Medio Ambiente,Medio Ambiente,1
2837,María,80.0,F,Pereira,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-11-02,0,0,1,Medio Ambiente,Medio Ambiente,1
2838,Sofía,64.0,F,Pereira,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-11-30,1,0,0,,Medio Ambiente,1
2839,Camilo,80.0,F,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-07-03,0,0,1,,Medio Ambiente,1
2840,Sofía,37.0,F,Bogotá,la contaminación del río está aumentando.,Seguridad,No urgente,2024-08-27,1,0,1,Medio Ambiente,Medio Ambiente,1
2842,Carlos,45.0,F,Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-03-03,0,0,0,Medio Ambiente,Medio Ambiente,1
2844,Laura,68.0,Otro,Manizales,hay problemas con la recolección de basura.,Salud,No urgente,2023-03-10,1,0,1,Medio Ambiente,Medio Ambiente,1
2846,María,42.0,F,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-06-08,0,1,1,,Medio Ambiente,1
2847,Valentina,43.0,Otro,Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-06-19,0,1,1,,Medio Ambiente,1
2848,Pedro,66.0,M,Bucaramanga,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-03-10,0,0,0,,Medio Ambiente,1
2849,Sofía,54.0,F,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-08-25,0,1,0,Medio Ambiente,Medio Ambiente,1
2850,Juan,26.0,M,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-08-03,1,0,1,,Medio Ambiente,1
2854,Pedro,17.0,F,Cúcuta,falta agua potable en varias casas.,Seguridad,Urgente,2024-01-31,0,0,0,Medio Ambiente,Medio Ambiente,1
2860,Valentina,48.0,F,Cali,falta agua potable en varias casas.,Seguridad,No urgente,2023-08-19,1,0,0,Medio Ambiente,Medio Ambiente,1
2862,Carlos,34.0,Otro,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-02-17,0,1,1,Medio Ambiente,Medio Ambiente,1
2863,Laura,31.0,F,Cúcuta,hay problemas con la recolección de basura.,Educación,No urgente,2023-01-09,0,1,0,Medio Ambiente,Medio Ambiente,1
2864,Sofía,25.0,Otro,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-02-25,0,0,1,,Medio Ambiente,1
2867,Jorge,61.0,F,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-06-15,0,0,0,,Medio Ambiente,1
2868,Juan,48.0,M,Santa Marta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-01-14,0,0,0,,Medio Ambiente,1
2870,Pedro,58.0,M,Manizales,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-12-13,1,0,1,Medio Ambiente,Medio Ambiente,1
2871,Juan,80.0,M,Cúcuta,falta agua potable en varias casas.,Educación,No urgente,2024-11-18,1,0,0,Medio Ambiente,Medio Ambiente,1
2872,Juan,50.0,Otro,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-04-02,1,0,1,Medio Ambiente,Medio Ambiente,1
2873,Carlos,76.0,F,Medellín,hay problemas con la recolección de basura.,Salud,Urgente,2023-08-07,0,1,1,Medio Ambiente,Medio Ambiente,1
2874,Jorge,59.0,M,Cartagena,la contaminación del río está aumentando.,Seguridad,Urgente,2024-12-01,1,0,1,Medio Ambiente,Medio Ambiente,1
2879,Laura,41.0,Otro,Santa Marta,falta agua potable en varias casas.,Seguridad,No urgente,2024-08-28,1,1,0,Medio Ambiente,Medio Ambiente,1
2880,Jorge,28.0,M,Cartagena,la contaminación del río está aumentando.,Educación,Urgente,2023-09-15,0,0,0,Medio Ambiente,Medio Ambiente,1
2882,Camilo,23.0,M,Bucaramanga,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-03-14,1,0,0,,Medio Ambiente,1
2883,Ana,55.0,F,Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-04-10,1,0,0,Medio Ambiente,Medio Ambiente,1
2887,María,41.0,M,Pereira,falta agua potable en varias casas.,Seguridad,No urgente,2024-09-12,1,0,0,Medio Ambiente,Medio Ambiente,1
2888,María,28.0,M,Bogotá,falta agua potable en varias casas.,Salud,No urgente,2023-12-13,1,1,0,Medio Ambiente,Medio Ambiente,1
2889,Pedro,63.0,Otro,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,2024-03-24,0,0,1,Medio Ambiente,Medio Ambiente,1
2895,María,39.0,M,Manizales,la contaminación del río está aumentando.,Seguridad,No urgente,2023-11-17,0,1,0,Medio Ambiente,Medio Ambiente,1
2899,Jorge,52.0,F,Medellín,hay problemas con la recolección de basura.,Salud,Urgente,2024-02-15,1,0,0,Medio Ambiente,Medio Ambiente,1
2909,Laura,15.0,F,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-09-27,0,0,1,Medio Ambiente,Medio Ambiente,1
2911,Juan,28.0,F,Manizales,falta agua potable en varias casas.,Salud,No urgente,2024-04-27,1,1,0,Medio Ambiente,Medio Ambiente,1
2914,Laura,27.0,Otro,Cartagena,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-07-14,0,1,0,Medio Ambiente,Medio Ambiente,1
2916,María,46.0,M,Bogotá,falta agua potable en varias casas.,Seguridad,Urgente,2023-05-28,0,0,0,Medio Ambiente,Medio Ambiente,1
2919,Carlos,59.0,M,Pereira,falta agua potable en varias casas.,Seguridad,Urgente,2023-08-24,0,0,0,Medio Ambiente,Medio Ambiente,1
2922,Camilo,32.0,Otro,Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-11-02,1,0,0,,Medio Ambiente,1
2926,Laura,67.0,M,Bucaramanga,hay problemas con la recolección de basura.,Salud,No urgente,2023-10-28,0,1,0,Medio Ambiente,Medio Ambiente,1
2928,Valentina,42.0,Otro,Pereira,la contaminación del río está aumentando.,Seguridad,Urgente,2024-05-26,1,0,1,Medio Ambiente,Medio Ambiente,1
2929,Sofía,64.0,M,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-03-24,1,0,1,,Medio Ambiente,1
2931,Juan,29.0,F,Bogotá,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-09-27,1,0,0,Medio Ambiente,Medio Ambiente,1
2933,Pedro,42.0,M,Pereira,falta agua potable en varias casas.,Seguridad,No urgente,2024-08-21,1,0,0,Medio Ambiente,Medio Ambiente,1
2937,Ana,73.0,M,Barranquilla,falta agua potable en varias casas.,Seguridad,No urgente,2023-05-08,0,0,0,Medio Ambiente,Medio Ambiente,1
2942,Camilo,76.0,M,Pereira,hay problemas con la recolección de basura.,Educación,No urgente,2024-09-16,0,1,1,Medio Ambiente,Medio Ambiente,1
2943,Jorge,46.0,F,Cartagena,hay problemas con la recolección de basura.,Educación,Urgente,2023-12-20,1,0,1,Medio Ambiente,Medio Ambiente,1
2945,Ana,41.0,F,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-03-16,0,0,1,,Medio Ambiente,1
2946,Juan,41.0,M,Cali,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-09-05,0,0,0,Medio Ambiente,Medio Ambiente,1
2949,Carlos,30.0,Otro,Cali,falta agua potable en varias casas.,Salud,Urgente,2024-05-19,1,1,1,Medio Ambiente,Medio Ambiente,1
2950,Juan,40.0,Otro,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-06-14,1,1,1,Medio Ambiente,Medio Ambiente,1
2953,Carlos,55.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-10-28,1,1,0,,Medio Ambiente,0
2955,Camilo,55.0,F,Barranquilla,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-01-30,0,0,1,Medio Ambiente,Medio Ambiente,1
2956,Laura,20.0,F,Bogotá,falta agua potable en varias casas.,Salud,No urgente,2023-10-03,0,0,0,Medio Ambiente,Medio Ambiente,1
2960,Pedro,15.0,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-10-05,0,0,0,,Medio Ambiente,1
2962,Carlos,23.0,Otro,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-03-13,0,1,0,,Medio Ambiente,1
2963,María,74.0,Otro,Cartagena,falta agua potable en varias casas.,Seguridad,No urgente,2023-06-22,1,0,0,Medio Ambiente,Medio Ambiente,1
2966,María,23.0,Otro,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-10-21,0,0,0,,Medio Ambiente,1
2967,Laura,69.0,M,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-09-04,0,0,1,,Medio Ambiente,1
2971,Juan,77.0,Otro,Cali,falta agua potable en varias casas.,Educación,No urgente,2023-01-17,0,1,1,Medio Ambiente,Medio Ambiente,1
2972,Ana,31.0,Otro,Manizales,la contaminación del río está aumentando.,Seguridad,Urgente,2023-03-24,1,1,0,Medio Ambiente,Medio Ambiente,1
2974,Pedro,50.0,Otro,Bogotá,la contaminación del río está aumentando.,Seguridad,Urgente,2024-01-28,1,1,0,Medio Ambiente,Medio Ambiente,1
2975,Valentina,78.0,Otro,Manizales,la contaminación del río está aumentando.,Seguridad,Urgente,2023-04-21,1,1,1,Medio Ambiente,Medio Ambiente,1
2976,Laura,72.0,Otro,Bogotá,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-06-15,1,0,1,,Medio Ambiente,1
2977,Camilo,67.0,M,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-12-03,0,1,0,Medio Ambiente,Medio Ambiente,1
2979,María,72.0,M,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-10-23,0,0,0,Medio Ambiente,Medio Ambiente,1
2980,María,57.0,M,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-03-18,1,0,1,,Medio Ambiente,1
2981,Laura,65.0,F,Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-07-03,1,1,1,Medio Ambiente,Medio Ambiente,1
2982,Sofía,53.0,Otro,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-11-25,0,0,1,,Medio Ambiente,1
2983,Sofía,79.0,M,Medellín,la contaminación del río está aumentando.,Salud,No urgente,2024-05-18,1,1,0,Medio Ambiente,Medio Ambiente,1
2984,Valentina,47.0,Otro,Cali,la contaminación del río está aumentando.,Educación,No urgente,2024-01-24,1,1,1,Medio Ambiente,Medio Ambiente,1
2986,María,74.0,M,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-08-25,0,0,1,Medio Ambiente,Medio Ambiente,1
2987,Ana,42.0,Otro,Cartagena,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-09-27,0,0,1,Medio Ambiente,Medio Ambiente,1
2989,Jorge,69.0,F,Bogotá,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-01-27,0,1,0,Medio Ambiente,Medio Ambiente,1
2990,Juan,63.0,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-02-28,0,1,1,,Medio Ambiente,1
2991,Jorge,76.0,Otro,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-09-12,0,1,0,,Medio Ambiente,1
2992,Camilo,55.0,F,Bucaramanga,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-09-18,1,0,0,Medio Ambiente,Medio Ambiente,1
2993,Carlos,15.0,M,Cúcuta,falta agua potable en varias casas.,Seguridad,No urgente,2024-11-19,0,0,1,Medio Ambiente,Medio Ambiente,1
2996,Sofía,47.0,Otro,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-07-17,0,1,1,Medio Ambiente,Medio Ambiente,1
3001,Jorge,59.0,M,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-04-19,1,0,1,Medio Ambiente,Medio Ambiente,1
3002,Valentina,79.0,F,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-07-02,0,0,1,,Medio Ambiente,0
3005,Carlos,55.0,F,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-08-04,1,1,0,,Medio Ambiente,0
3006,Sofía,37.0,Otro,Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-01-20,1,1,0,Medio Ambiente,Medio Ambiente,1
3007,Carlos,30.0,F,Cali,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-08-08,0,1,0,Medio Ambiente,Medio Ambiente,1
3008,Camilo,76.0,M,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-01-25,0,0,1,,Medio Ambiente,1
3010,Valentina,60.0,M,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-05-09,1,1,1,,Medio Ambiente,1
3011,María,23.0,Otro,Medellín,hay problemas con la recolección de basura.,Salud,No urgente,2023-08-14,0,1,0,Medio Ambiente,Medio Ambiente,1
3012,Carlos,60.0,F,Medellín,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-09-26,1,1,1,Medio Ambiente,Medio Ambiente,1
3013,Sofía,32.0,F,Pereira,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-01-11,0,0,0,,Medio Ambiente,1
3016,Laura,28.0,Otro,Medellín,falta agua potable en varias casas.,Seguridad,No urgente,2024-10-17,1,0,1,Medio Ambiente,Medio Ambiente,1
3018,Camilo,33.0,Otro,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-06-02,1,0,0,Medio Ambiente,Medio Ambiente,1
3028,Camilo,51.0,F,Bogotá,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-08-13,1,0,1,,Medio Ambiente,1
3029,Sofía,21.0,M,Bucaramanga,la contaminación del río está aumentando.,Educación,No urgente,2023-05-17,0,1,0,Medio Ambiente,Medio Ambiente,1
3032,Carlos,56.0,F,Cali,la contaminación del río está aumentando.,Educación,No urgente,2024-08-06,0,0,1,Medio Ambiente,Medio Ambiente,1
3035,Camilo,46.0,F,Medellín,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-03-01,1,1,0,Medio Ambiente,Medio Ambiente,1
3041,Valentina,44.0,F,Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-12-28,1,0,1,Medio Ambiente,Medio Ambiente,1
3042,Laura,42.0,F,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-06-03,0,1,0,,Medio Ambiente,1
3044,Juan,58.0,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-08-21,0,0,1,,Medio Ambiente,1
3045,Camilo,47.0,Otro,Manizales,falta agua potable en varias casas.,Educación,Urgente,2023-01-07,0,0,1,Medio Ambiente,Medio Ambiente,1
3047,Laura,49.0,F,Barranquilla,hay problemas con la recolección de basura.,Educación,Urgente,2023-06-27,0,0,0,Medio Ambiente,Medio Ambiente,1
3048,Ana,31.0,Otro,Cali,hay problemas con la recolección de basura.,Educación,Urgente,2023-05-05,0,1,0,Medio Ambiente,Medio Ambiente,1
3049,Valentina,47.0,F,Medellín,falta agua potable en varias casas.,Salud,No urgente,2024-11-18,0,0,1,Medio Ambiente,Medio Ambiente,1
3051,Camilo,60.0,M,Pereira,la contaminación del río está aumentando.,Salud,No urgente,2023-06-24,0,1,1,Medio Ambiente,Medio Ambiente,1
3054,Camilo,65.0,M,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-11-23,1,0,1,Medio Ambiente,Medio Ambiente,1
3055,Sofía,29.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-06-08,0,1,0,Medio Ambiente,Medio Ambiente,1
3056,Carlos,53.0,F,Manizales,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-11-05,0,0,0,Medio Ambiente,Medio Ambiente,1
3058,Valentina,44.0,F,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-05-03,1,1,1,,Medio Ambiente,1
3059,Sofía,60.0,F,Medellín,la contaminación del río está aumentando.,Seguridad,Urgente,2023-05-15,1,0,0,Medio Ambiente,Medio Ambiente,1
3062,Juan,22.0,M,Cali,falta agua potable en varias casas.,Educación,No urgente,2024-07-16,1,0,1,Medio Ambiente,Medio Ambiente,1
3065,Sofía,21.0,F,Cúcuta,falta agua potable en varias casas.,Seguridad,Urgente,2023-05-14,1,0,0,Medio Ambiente,Medio Ambiente,1
3069,María,46.0,F,Barranquilla,falta agua potable en varias casas.,Educación,Urgente,2024-10-14,0,0,0,Medio Ambiente,Medio Ambiente,1
3072,Camilo,31.0,F,Barranquilla,la contaminación del río está aumentando.,Seguridad,No urgente,2024-07-09,0,0,0,Medio Ambiente,Medio Ambiente,1
3074,María,58.0,F,Cartagena,la contaminación del río está aumentando.,Educación,No urgente,2023-03-21,1,0,0,Medio Ambiente,Medio Ambiente,1
3082,Sofía,69.0,Otro,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-12-06,0,1,1,,Medio Ambiente,1
3084,María,48.0,M,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-10-28,0,0,0,,Medio Ambiente,1
3085,Valentina,32.0,F,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-11-17,1,1,0,,Medio Ambiente,1
3086,Valentina,32.0,M,Barranquilla,falta agua potable en varias casas.,Educación,No urgente,2023-08-26,0,0,1,Medio Ambiente,Medio Ambiente,1
3089,Pedro,54.0,F,Medellín,la contaminación del río está aumentando.,Seguridad,Urgente,2023-04-01,1,0,0,Medio Ambiente,Medio Ambiente,1
3091,Ana,27.0,M,Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-06-23,1,0,0,Medio Ambiente,Medio Ambiente,1
3093,Camilo,67.0,F,Pereira,hay problemas con la recolección de basura.,Salud,Urgente,2024-10-19,1,0,1,Medio Ambiente,Medio Ambiente,1
3098,Valentina,34.0,M,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-01-16,1,1,0,,Medio Ambiente,0
3099,Jorge,80.0,F,Medellín,la contaminación del río está aumentando.,Seguridad,No urgente,2024-03-10,0,1,0,Medio Ambiente,Medio Ambiente,1
3100,Laura,15.0,Otro,Barranquilla,hay problemas con la recolección de basura.,Salud,Urgente,2024-11-01,0,0,1,Medio Ambiente,Medio Ambiente,1
3104,Ana,57.0,M,Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-08-21,0,0,0,Medio Ambiente,Medio Ambiente,1
3106,Jorge,49.0,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-05-13,0,1,1,,Medio Ambiente,0
3107,María,59.0,F,Santa Marta,la contaminación del río está aumentando.,Educación,No urgente,2023-03-16,1,0,1,Medio Ambiente,Medio Ambiente,1
3109,Pedro,71.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-03-17,0,1,1,,Medio Ambiente,1
3111,María,56.0,F,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-04-13,1,0,1,,Medio Ambiente,1
3112,Sofía,64.0,Otro,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,2024-04-14,0,0,0,Medio Ambiente,Medio Ambiente,1
3113,Jorge,58.0,Otro,Manizales,falta agua potable en varias casas.,Salud,No urgente,2023-04-10,1,0,0,Medio Ambiente,Medio Ambiente,1
3122,Sofía,39.0,Otro,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,2024-10-14,0,0,0,Medio Ambiente,Medio Ambiente,1
3123,María,77.0,Otro,Cali,falta agua potable en varias casas.,Seguridad,No urgente,2024-11-14,0,1,0,Medio Ambiente,Medio Ambiente,1
3124,Sofía,54.0,Otro,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-05-03,1,0,1,,Medio Ambiente,1
3125,Laura,56.0,Otro,Cúcuta,hay problemas con la recolección de basura.,Salud,No urgente,2023-06-13,1,0,0,Medio Ambiente,Medio Ambiente,1
3128,Pedro,40.0,Otro,Santa Marta,falta agua potable en varias casas.,Educación,No urgente,2023-03-28,1,0,1,Medio Ambiente,Medio Ambiente,1
3129,Sofía,36.0,F,Santa Marta,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-02-03,0,0,1,Medio Ambiente,Medio Ambiente,1
3131,Camilo,47.0,F,Cali,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-08-20,1,0,0,Medio Ambiente,Medio Ambiente,1
3133,Laura,18.0,M,Medellín,falta agua potable en varias casas.,Seguridad,No urgente,2023-07-12,1,0,1,Medio Ambiente,Medio Ambiente,1
3135,Laura,37.0,M,Medellín,hay problemas con la recolección de basura.,Educación,No urgente,2024-08-16,1,0,0,Medio Ambiente,Medio Ambiente,1
3136,Pedro,66.0,F,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-07-30,0,0,1,Medio Ambiente,Medio Ambiente,1
3140,Juan,79.0,M,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-05-24,0,1,0,,Medio Ambiente,1
3146,Pedro,80.0,F,Bucaramanga,falta agua potable en varias casas.,Salud,Urgente,2023-02-27,1,0,1,Medio Ambiente,Medio Ambiente,1
3147,Sofía,60.0,M,Cali,la contaminación del río está aumentando.,Seguridad,Urgente,2023-08-25,1,1,1,Medio Ambiente,Medio Ambiente,1
